Komuna,Viti Akademik,Niveli Akademik,Mosha,Gjinia,Numri i nxenesve
Mitrovice,2022,Fillor mesem i ulet,6-15,Mashkull,5042
Mitrovice,2022,Fillor mesem i ulet,6-15,Femer,4800
Mitrovice,2022,Mesem i larte,15-18,Mashkull,1614
Mitrovice,2022,Mesem i larte,15-18,Femer,1854
Mitrovice,2022,Institucionet publike parauniversitare,18-19,Mashkull,7289
Mitrovice,2022,Institucionet publike parauniversitare,18-19,Femer,7266
Mitrovice,2023,Para-fillor,5-6,Mashkull,454
Mitrovice,2023,Para-fillor,5-6,Femer,431
Mitrovice,2023,Fillor mesem i ulet,6-15,Mashkull,4895
Mitrovice,2023,Fillor mesem i ulet,6-15,Femer,4686
Mitrovice,2023,Mesem i larte,15-18,Mashkull,1532
Mitrovice,2023,Mesem i larte,15-18,Femer,1776
Mitrovice,2023,Institucionet publike parauniversitare,18-19,Mashkull,7043
Mitrovice,2023,Institucionet publike parauniversitare,18-19,Femer,7029
Novoberde,2015,Para-fillor,5-6,Mashkull,29
Novoberde,2015,Para-fillor,5-6,Femer,19
Novoberde,2015,Fillor mesem i ulet,6-15,Mashkull,256
Novoberde,2015,Fillor mesem i ulet,6-15,Femer,232
Novoberde,2015,Mesem i larte,15-18,Mashkull,17
Novoberde,2015,Mesem i larte,15-18,Femer,14
Novoberde,2015,Institucionet publike parauniversitare,18-19,Mashkull,302
Novoberde,2015,Institucionet publike parauniversitare,18-19,Femer,265
Novoberde,2016,Para-fillor,5-6,Mashkull,23
Novoberde,2016,Para-fillor,5-6,Femer,23
Novoberde,2016,Fillor mesem i ulet,6-15,Mashkull,257
Novoberde,2016,Fillor mesem i ulet,6-15,Femer,224
Novoberde,2016,Mesem i larte,15-18,Mashkull,33
Novoberde,2016,Mesem i larte,15-18,Femer,28
Novoberde,2016,Institucionet publike parauniversitare,18-19,Mashkull,313
Novoberde,2016,Institucionet publike parauniversitare,18-19,Femer,275
Novoberde,2017,Para-fillor,5-6,Mashkull,12
Novoberde,2017,Para-fillor,5-6,Femer,30
Novoberde,2017,Fillor mesem i ulet,6-15,Mashkull,256
Novoberde,2017,Fillor mesem i ulet,6-15,Femer,222
Novoberde,2017,Mesem i larte,15-18,Mashkull,41
Novoberde,2017,Mesem i larte,15-18,Femer,30
Novoberde,2017,Institucionet publike parauniversitare,18-19,Mashkull,309
Novoberde,2017,Institucionet publike parauniversitare,18-19,Femer,282
Novoberde,2018,Para-fillor,5-6,Mashkull,20
Novoberde,2018,Para-fillor,5-6,Femer,23
Novoberde,2018,Fillor mesem i ulet,6-15,Mashkull,235
Novoberde,2018,Fillor mesem i ulet,6-15,Femer,232
Novoberde,2018,Mesem i larte,15-18,Mashkull,46
Novoberde,2018,Mesem i larte,15-18,Femer,30
Novoberde,2018,Institucionet publike parauniversitare,18-19,Mashkull,301
Novoberde,2018,Institucionet publike parauniversitare,18-19,Femer,285
Novoberde,2019,Para-fillor,5-6,Mashkull,24
Novoberde,2019,Para-fillor,5-6,Femer,20
Novoberde,2019,Fillor mesem i ulet,6-15,Mashkull,237
Novoberde,2019,Fillor mesem i ulet,6-15,Femer,232
Novoberde,2019,Mesem i larte,15-18,Mashkull,30
Novoberde,2019,Mesem i larte,15-18,Femer,17
Novoberde,2019,Institucionet publike parauniversitare,18-19,Mashkull,291
Novoberde,2019,Institucionet publike parauniversitare,18-19,Femer,269
Novoberde,2020,Para-fillor,5-6,Mashkull,18
Novoberde,2020,Para-fillor,5-6,Femer,33
Novoberde,2020,Fillor mesem i ulet,6-15,Mashkull,240
Novoberde,2020,Fillor mesem i ulet,6-15,Femer,224
Novoberde,2020,Mesem i larte,15-18,Mashkull,22
Novoberde,2020,Mesem i larte,15-18,Femer,20
Novoberde,2020,Institucionet publike parauniversitare,18-19,Mashkull,280
Novoberde,2020,Institucionet publike parauniversitare,18-19,Femer,277
Novoberde,2021,Para-fillor,5-6,Mashkull,29
Novoberde,2021,Para-fillor,5-6,Femer,26
Novoberde,2021,Fillor mesem i ulet,6-15,Mashkull,238
Novoberde,2021,Fillor mesem i ulet,6-15,Femer,234
Novoberde,2021,Mesem i larte,15-18,Mashkull,18
Novoberde,2021,Mesem i larte,15-18,Femer,27
Novoberde,2021,Institucionet publike parauniversitare,18-19,Mashkull,285
Novoberde,2021,Institucionet publike parauniversitare,18-19,Femer,287
Novoberde,2022,Para-fillor,5-6,Mashkull,21
Novoberde,2022,Para-fillor,5-6,Femer,24
Novoberde,2022,Fillor mesem i ulet,6-15,Mashkull,244
Novoberde,2022,Fillor mesem i ulet,6-15,Femer,243
Novoberde,2022,Mesem i larte,15-18,Mashkull,20
Novoberde,2022,Mesem i larte,15-18,Femer,30
Novoberde,2022,Institucionet publike parauniversitare,18-19,Mashkull,285
Novoberde,2022,Institucionet publike parauniversitare,18-19,Femer,297
Novoberde,2023,Para-fillor,5-6,Mashkull,33
Novoberde,2023,Para-fillor,5-6,Femer,24
Novoberde,2023,Fillor mesem i ulet,6-15,Mashkull,221
Novoberde,2023,Fillor mesem i ulet,6-15,Femer,237
Novoberde,2023,Mesem i larte,15-18,Mashkull,23
Novoberde,2023,Mesem i larte,15-18,Femer,24
Novoberde,2023,Institucionet publike parauniversitare,18-19,Mashkull,277
Novoberde,2023,Institucionet publike parauniversitare,18-19,Femer,285
Obiliq,2015,Para-fillor,5-6,Mashkull,157
Obiliq,2015,Para-fillor,5-6,Femer,163
Obiliq,2015,Fillor mesem i ulet,6-15,Mashkull,1687
Obiliq,2015,Fillor mesem i ulet,6-15,Femer,1627
Obiliq,2015,Mesem i larte,15-18,Mashkull,348
Obiliq,2015,Mesem i larte,15-18,Femer,306
Obiliq,2015,Institucionet publike parauniversitare,18-19,Mashkull,2243
Obiliq,2015,Institucionet publike parauniversitare,18-19,Femer,2125
Obiliq,2016,Para-fillor,5-6,Mashkull,168
Obiliq,2016,Para-fillor,5-6,Femer,154
Obiliq,2016,Fillor mesem i ulet,6-15,Mashkull,1656
Obiliq,2016,Fillor mesem i ulet,6-15,Femer,1555
Obiliq,2016,Mesem i larte,15-18,Mashkull,396
Obiliq,2016,Mesem i larte,15-18,Femer,352
Obiliq,2016,Institucionet publike parauniversitare,18-19,Mashkull,2273
Obiliq,2016,Institucionet publike parauniversitare,18-19,Femer,2090
Obiliq,2017,Para-fillor,5-6,Mashkull,188
Obiliq,2017,Para-fillor,5-6,Femer,158
Obiliq,2017,Fillor mesem i ulet,6-15,Mashkull,1585
Obiliq,2017,Fillor mesem i ulet,6-15,Femer,1540
Obiliq,2017,Mesem i larte,15-18,Mashkull,407
Obiliq,2017,Mesem i larte,15-18,Femer,390
Obiliq,2017,Institucionet publike parauniversitare,18-19,Mashkull,2229
Obiliq,2017,Institucionet publike parauniversitare,18-19,Femer,2119
Obiliq,2018,Para-fillor,5-6,Mashkull,164
Obiliq,2018,Para-fillor,5-6,Femer,171
Obiliq,2018,Fillor mesem i ulet,6-15,Mashkull,1621
Obiliq,2018,Fillor mesem i ulet,6-15,Femer,1515
Obiliq,2018,Mesem i larte,15-18,Mashkull,384
Obiliq,2018,Mesem i larte,15-18,Femer,369
Obiliq,2018,Institucionet publike parauniversitare,18-19,Mashkull,2213
Obiliq,2018,Institucionet publike parauniversitare,18-19,Femer,2091
Obiliq,2019,Para-fillor,5-6,Mashkull,149
Obiliq,2019,Para-fillor,5-6,Femer,127
Obiliq,2019,Fillor mesem i ulet,6-15,Mashkull,1567
Obiliq,2019,Fillor mesem i ulet,6-15,Femer,1514
Obiliq,2019,Mesem i larte,15-18,Mashkull,380
Obiliq,2019,Mesem i larte,15-18,Femer,353
Obiliq,2019,Institucionet publike parauniversitare,18-19,Mashkull,2126
Obiliq,2019,Institucionet publike parauniversitare,18-19,Femer,2034
Obiliq,2020,Para-fillor,5-6,Mashkull,148
Obiliq,2020,Para-fillor,5-6,Femer,145
Obiliq,2020,Fillor mesem i ulet,6-15,Mashkull,1546
Obiliq,2020,Fillor mesem i ulet,6-15,Femer,1440
Obiliq,2020,Mesem i larte,15-18,Mashkull,382
Obiliq,2020,Mesem i larte,15-18,Femer,321
Obiliq,2020,Institucionet publike parauniversitare,18-19,Mashkull,2107
Obiliq,2020,Institucionet publike parauniversitare,18-19,Femer,1937
Obiliq,2021,Para-fillor,5-6,Mashkull,170
Obiliq,2021,Para-fillor,5-6,Femer,134
Obiliq,2021,Fillor mesem i ulet,6-15,Mashkull,1507
Obiliq,2021,Fillor mesem i ulet,6-15,Femer,1432
Obiliq,2021,Mesem i larte,15-18,Mashkull,370
Obiliq,2021,Mesem i larte,15-18,Femer,302
Obiliq,2021,Institucionet publike parauniversitare,18-19,Mashkull,2072
Obiliq,2021,Institucionet publike parauniversitare,18-19,Femer,1904
Obiliq,2022,Para-fillor,5-6,Mashkull,137
Obiliq,2022,Para-fillor,5-6,Femer,124
Obiliq,2022,Fillor mesem i ulet,6-15,Mashkull,1471
Obiliq,2022,Fillor mesem i ulet,6-15,Femer,1405
Obiliq,2022,Mesem i larte,15-18,Mashkull,347
Obiliq,2022,Mesem i larte,15-18,Femer,281
Obiliq,2022,Institucionet publike parauniversitare,18-19,Mashkull,1989
Obiliq,2022,Institucionet publike parauniversitare,18-19,Femer,1853
Obiliq,2023,Para-fillor,5-6,Mashkull,126
Obiliq,2023,Para-fillor,5-6,Femer,117
Obiliq,2023,Fillor mesem i ulet,6-15,Mashkull,1426
Obiliq,2023,Fillor mesem i ulet,6-15,Femer,1384
Obiliq,2023,Mesem i larte,15-18,Mashkull,355
Obiliq,2023,Mesem i larte,15-18,Femer,262
Obiliq,2023,Institucionet publike parauniversitare,18-19,Mashkull,1943
Obiliq,2023,Institucionet publike parauniversitare,18-19,Femer,1804
Peje,2015,Para-fillor,5-6,Mashkull,553
Peje,2015,Para-fillor,5-6,Femer,512
Peje,2015,Fillor mesem i ulet,6-15,Mashkull,6993
Peje,2015,Fillor mesem i ulet,6-15,Femer,6646
Peje,2015,Mesem i larte,15-18,Mashkull,2634
Peje,2015,Mesem i larte,15-18,Femer,2301
Peje,2015,Institucionet publike parauniversitare,18-19,Mashkull,10287
Peje,2015,Institucionet publike parauniversitare,18-19,Femer,9564
Peje,2016,Para-fillor,5-6,Mashkull,612
Peje,2016,Para-fillor,5-6,Femer,575
Peje,2016,Fillor mesem i ulet,6-15,Mashkull,6753
Peje,2016,Fillor mesem i ulet,6-15,Femer,6375
Peje,2016,Mesem i larte,15-18,Mashkull,2566
Peje,2016,Mesem i larte,15-18,Femer,2422
Peje,2016,Institucionet publike parauniversitare,18-19,Mashkull,10040
Peje,2016,Institucionet publike parauniversitare,18-19,Femer,9474
Peje,2017,Para-fillor,5-6,Mashkull,642
Peje,2017,Para-fillor,5-6,Femer,593
Peje,2017,Fillor mesem i ulet,6-15,Mashkull,6706
Peje,2017,Fillor mesem i ulet,6-15,Femer,6315
Peje,2017,Mesem i larte,15-18,Mashkull,2554
Peje,2017,Mesem i larte,15-18,Femer,2512
Peje,2017,Institucionet publike parauniversitare,18-19,Mashkull,10004
Peje,2017,Institucionet publike parauniversitare,18-19,Femer,9542
Peje,2018,Para-fillor,5-6,Mashkull,662
Peje,2018,Para-fillor,5-6,Femer,625
Peje,2018,Fillor mesem i ulet,6-15,Mashkull,6422
Peje,2018,Fillor mesem i ulet,6-15,Femer,6115
Peje,2018,Mesem i larte,15-18,Mashkull,2385
Peje,2018,Mesem i larte,15-18,Femer,232
Peje,2018,Institucionet publike parauniversitare,18-19,Mashkull,9567
Peje,2018,Institucionet publike parauniversitare,18-19,Femer,9169
Peje,2019,Para-fillor,5-6,Mashkull,659
Peje,2019,Para-fillor,5-6,Femer,576
Peje,2019,Fillor mesem i ulet,6-15,Mashkull,6371
Peje,2019,Fillor mesem i ulet,6-15,Femer,5986
Peje,2019,Mesem i larte,15-18,Mashkull,2120
Peje,2019,Mesem i larte,15-18,Femer,2113
Peje,2019,Institucionet publike parauniversitare,18-19,Mashkull,9202
Peje,2019,Institucionet publike parauniversitare,18-19,Femer,8722
Peje,2020,Para-fillor,5-6,Mashkull,551
Peje,2020,Para-fillor,5-6,Femer,508
Peje,2020,Fillor mesem i ulet,6-15,Mashkull,6230
Peje,2020,Fillor mesem i ulet,6-15,Femer,5895
Peje,2020,Mesem i larte,15-18,Mashkull,1986
Peje,2020,Mesem i larte,15-18,Femer,1923
Peje,2020,Institucionet publike parauniversitare,18-19,Mashkull,8895
Peje,2020,Institucionet publike parauniversitare,18-19,Femer,8462
Peje,2021,Para-fillor,5-6,Mashkull,516
Peje,2021,Para-fillor,5-6,Femer,502
Peje,2021,Fillor mesem i ulet,6-15,Mashkull,6051
Peje,2021,Fillor mesem i ulet,6-15,Femer,5739
Peje,2021,Mesem i larte,15-18,Mashkull,1901
Peje,2021,Mesem i larte,15-18,Femer,1840
Peje,2021,Institucionet publike parauniversitare,18-19,Mashkull,8635
Peje,2021,Institucionet publike parauniversitare,18-19,Femer,8237
Peje,2022,Para-fillor,5-6,Mashkull,491
Peje,2022,Para-fillor,5-6,Femer,465
Peje,2022,Fillor mesem i ulet,6-15,Mashkull,5861
Peje,2022,Fillor mesem i ulet,6-15,Femer,5618
Peje,2022,Mesem i larte,15-18,Mashkull,1872
Peje,2022,Mesem i larte,15-18,Femer,1739
Peje,2022,Institucionet publike parauniversitare,18-19,Mashkull,8380
Peje,2022,Institucionet publike parauniversitare,18-19,Femer,7948
Peje,2023,Para-fillor,5-6,Mashkull,433
Peje,2023,Para-fillor,5-6,Femer,463
Peje,2023,Fillor mesem i ulet,6-15,Mashkull,5622
Peje,2023,Fillor mesem i ulet,6-15,Femer,5463
Peje,2023,Mesem i larte,15-18,Mashkull,1792
Peje,2023,Mesem i larte,15-18,Femer,1713
Peje,2023,Institucionet publike parauniversitare,18-19,Mashkull,7994
Peje,2023,Institucionet publike parauniversitare,18-19,Femer,7746
Podujeve,2015,Para-fillor,5-6,Mashkull,631
Podujeve,2015,Para-fillor,5-6,Femer,564
Podujeve,2015,Fillor mesem i ulet,6-15,Mashkull,7514
Podujeve,2015,Fillor mesem i ulet,6-15,Femer,7034
Podujeve,2015,Mesem i larte,15-18,Mashkull,2021
Podujeve,2015,Mesem i larte,15-18,Femer,1923
Podujeve,2015,Institucionet publike parauniversitare,18-19,Mashkull,10198
Podujeve,2015,Institucionet publike parauniversitare,18-19,Femer,9552
Podujeve,2016,Para-fillor,5-6,Mashkull,595
Podujeve,2016,Para-fillor,5-6,Femer,578
Podujeve,2016,Fillor mesem i ulet,6-15,Mashkull,7229
Podujeve,2016,Fillor mesem i ulet,6-15,Femer,6724
Podujeve,2016,Mesem i larte,15-18,Mashkull,2270
Podujeve,2016,Mesem i larte,15-18,Femer,2290
Podujeve,2016,Institucionet publike parauniversitare,18-19,Mashkull,10119
Podujeve,2016,Institucionet publike parauniversitare,18-19,Femer,9613
Podujeve,2017,Para-fillor,5-6,Mashkull,653
Podujeve,2017,Para-fillor,5-6,Femer,613
Podujeve,2017,Fillor mesem i ulet,6-15,Mashkull,6856
Podujeve,2017,Fillor mesem i ulet,6-15,Femer,6407
Podujeve,2017,Mesem i larte,15-18,Mashkull,2333
Podujeve,2017,Mesem i larte,15-18,Femer,2436
Podujeve,2017,Institucionet publike parauniversitare,18-19,Mashkull,9877
Podujeve,2017,Institucionet publike parauniversitare,18-19,Femer,9482
Podujeve,2018,Para-fillor,5-6,Mashkull,611
Podujeve,2018,Para-fillor,5-6,Femer,569
Podujeve,2018,Fillor mesem i ulet,6-15,Mashkull,6646
Podujeve,2018,Fillor mesem i ulet,6-15,Femer,6274
Podujeve,2018,Mesem i larte,15-18,Mashkull,2201
Podujeve,2018,Mesem i larte,15-18,Femer,2267
Podujeve,2018,Institucionet publike parauniversitare,18-19,Mashkull,9499
Podujeve,2018,Institucionet publike parauniversitare,18-19,Femer,9131
Podujeve,2019,Para-fillor,5-6,Mashkull,551
Podujeve,2019,Para-fillor,5-6,Femer,578
Podujeve,2019,Fillor mesem i ulet,6-15,Mashkull,6365
Podujeve,2019,Fillor mesem i ulet,6-15,Femer,5924
Podujeve,2019,Mesem i larte,15-18,Mashkull,2056
Podujeve,2019,Mesem i larte,15-18,Femer,2065
Podujeve,2019,Institucionet publike parauniversitare,18-19,Mashkull,9010
Podujeve,2019,Institucionet publike parauniversitare,18-19,Femer,8590
Podujeve,2020,Para-fillor,5-6,Mashkull,537
Podujeve,2020,Para-fillor,5-6,Femer,507
Podujeve,2020,Fillor mesem i ulet,6-15,Mashkull,6106
Podujeve,2020,Fillor mesem i ulet,6-15,Femer,5807
Podujeve,2020,Mesem i larte,15-18,Mashkull,1943
Podujeve,2020,Mesem i larte,15-18,Femer,1920
Podujeve,2020,Institucionet publike parauniversitare,18-19,Mashkull,8616
Podujeve,2020,Institucionet publike parauniversitare,18-19,Femer,8257
Podujeve,2021,Para-fillor,5-6,Mashkull,503
Podujeve,2021,Para-fillor,5-6,Femer,487
Podujeve,2021,Fillor mesem i ulet,6-15,Mashkull,5825
Podujeve,2021,Fillor mesem i ulet,6-15,Femer,5534
Podujeve,2021,Mesem i larte,15-18,Mashkull,1877
Podujeve,2021,Mesem i larte,15-18,Femer,1766
Podujeve,2021,Institucionet publike parauniversitare,18-19,Mashkull,8221
Podujeve,2021,Institucionet publike parauniversitare,18-19,Femer,7816
Podujeve,2022,Para-fillor,5-6,Mashkull,476
Podujeve,2022,Para-fillor,5-6,Femer,463
Podujeve,2022,Fillor mesem i ulet,6-15,Mashkull,5471
Podujeve,2022,Fillor mesem i ulet,6-15,Femer,5264
Podujeve,2022,Mesem i larte,15-18,Mashkull,1700
Podujeve,2022,Mesem i larte,15-18,Femer,1660
Podujeve,2022,Institucionet publike parauniversitare,18-19,Mashkull,7698
Podujeve,2022,Institucionet publike parauniversitare,18-19,Femer,7436
Podujeve,2023,Para-fillor,5-6,Mashkull,477
Podujeve,2023,Para-fillor,5-6,Femer,448
Podujeve,2023,Fillor mesem i ulet,6-15,Mashkull,5172
Podujeve,2023,Fillor mesem i ulet,6-15,Femer,5082
Podujeve,2023,Mesem i larte,15-18,Mashkull,1666
Podujeve,2023,Mesem i larte,15-18,Femer,1603
Podujeve,2023,Institucionet publike parauniversitare,18-19,Mashkull,7418
Podujeve,2023,Institucionet publike parauniversitare,18-19,Femer,7249
Prishtine,2015,Para-fillor,5-6,Mashkull,1202
Prishtine,2015,Para-fillor,5-6,Femer,1223
Prishtine,2015,Fillor mesem i ulet,6-15,Mashkull,15739
Prishtine,2015,Fillor mesem i ulet,6-15,Femer,14778
Prishtine,2015,Mesem i larte,15-18,Mashkull,5602
Prishtine,2015,Mesem i larte,15-18,Femer,5481
Prishtine,2015,Institucionet publike parauniversitare,18-19,Mashkull,23235
Prishtine,2015,Institucionet publike parauniversitare,18-19,Femer,22105
Prishtine,2016,Para-fillor,5-6,Mashkull,1322
Prishtine,2016,Para-fillor,5-6,Femer,1208
Prishtine,2016,Fillor mesem i ulet,6-15,Mashkull,15437
Prishtine,2016,Fillor mesem i ulet,6-15,Femer,14729
Prishtine,2016,Mesem i larte,15-18,Mashkull,5617
Prishtine,2016,Mesem i larte,15-18,Femer,5524
Prishtine,2016,Institucionet publike parauniversitare,18-19,Mashkull,22965
Prishtine,2016,Institucionet publike parauniversitare,18-19,Femer,21951
Prishtine,2017,Para-fillor,5-6,Mashkull,1133
Prishtine,2017,Para-fillor,5-6,Femer,1097
Prishtine,2017,Fillor mesem i ulet,6-15,Mashkull,15405
Prishtine,2017,Fillor mesem i ulet,6-15,Femer,14682
Prishtine,2017,Mesem i larte,15-18,Mashkull,5681
Prishtine,2017,Mesem i larte,15-18,Femer,5478
Prishtine,2017,Institucionet publike parauniversitare,18-19,Mashkull,22905
Prishtine,2017,Institucionet publike parauniversitare,18-19,Femer,21875
Prishtine,2018,Para-fillor,5-6,Mashkull,1312
Prishtine,2018,Para-fillor,5-6,Femer,1275
Prishtine,2018,Fillor mesem i ulet,6-15,Mashkull,15305
Prishtine,2018,Fillor mesem i ulet,6-15,Femer,14588
Prishtine,2018,Mesem i larte,15-18,Mashkull,5248
Prishtine,2018,Mesem i larte,15-18,Femer,5383
Prishtine,2018,Institucionet publike parauniversitare,18-19,Mashkull,22514
Prishtine,2018,Institucionet publike parauniversitare,18-19,Femer,21794
Prishtine,2019,Para-fillor,5-6,Mashkull,1363
Prishtine,2019,Para-fillor,5-6,Femer,1254
Prishtine,2019,Fillor mesem i ulet,6-15,Mashkull,15300
Prishtine,2019,Fillor mesem i ulet,6-15,Femer,14540
Prishtine,2019,Mesem i larte,15-18,Mashkull,4904
Prishtine,2019,Mesem i larte,15-18,Femer,5096
Prishtine,2019,Institucionet publike parauniversitare,18-19,Mashkull,22217
Prishtine,2019,Institucionet publike parauniversitare,18-19,Femer,21445
Prishtine,2020,Para-fillor,5-6,Mashkull,1215
Prishtine,2020,Para-fillor,5-6,Femer,1229
Prishtine,2020,Fillor mesem i ulet,6-15,Mashkull,15208
Prishtine,2020,Fillor mesem i ulet,6-15,Femer,14563
Prishtine,2020,Mesem i larte,15-18,Mashkull,4992
Prishtine,2020,Mesem i larte,15-18,Femer,5028
Prishtine,2020,Institucionet publike parauniversitare,18-19,Mashkull,22101
Prishtine,2020,Institucionet publike parauniversitare,18-19,Femer,21391
Prishtine,2021,Para-fillor,5-6,Mashkull,1171
Prishtine,2021,Para-fillor,5-6,Femer,1087
Prishtine,2021,Fillor mesem i ulet,6-15,Mashkull,15053
Prishtine,2021,Fillor mesem i ulet,6-15,Femer,14480
Prishtine,2021,Mesem i larte,15-18,Mashkull,4925
Prishtine,2021,Mesem i larte,15-18,Femer,4824
Prishtine,2021,Institucionet publike parauniversitare,18-19,Mashkull,21806
Prishtine,2021,Institucionet publike parauniversitare,18-19,Femer,20980
Prishtine,2022,Para-fillor,5-6,Mashkull,1143
Prishtine,2022,Para-fillor,5-6,Femer,1068
Prishtine,2022,Fillor mesem i ulet,6-15,Mashkull,14919
Prishtine,2022,Fillor mesem i ulet,6-15,Femer,14428
Prishtine,2022,Mesem i larte,15-18,Mashkull,4447
Prishtine,2022,Mesem i larte,15-18,Femer,4671
Prishtine,2022,Institucionet publike parauniversitare,18-19,Mashkull,21173
Prishtine,2022,Institucionet publike parauniversitare,18-19,Femer,20759
Prishtine,2023,Para-fillor,5-6,Mashkull,1072
Prishtine,2023,Para-fillor,5-6,Femer,1007
Prishtine,2023,Fillor mesem i ulet,6-15,Mashkull,14698
Prishtine,2023,Fillor mesem i ulet,6-15,Femer,14001
Prishtine,2023,Mesem i larte,15-18,Mashkull,4253
Prishtine,2023,Mesem i larte,15-18,Femer,4561
Prishtine,2023,Institucionet publike parauniversitare,18-19,Mashkull,20694
Prishtine,2023,Institucionet publike parauniversitare,18-19,Femer,20175
Prizren,2015,Para-fillor,5-6,Mashkull,875
Prizren,2015,Para-fillor,5-6,Femer,864
Prizren,2015,Fillor mesem i ulet,6-15,Mashkull,12452
Prizren,2015,Fillor mesem i ulet,6-15,Femer,11607
Prizren,2015,Mesem i larte,15-18,Mashkull,4147
Prizren,2015,Mesem i larte,15-18,Femer,3544
Prizren,2015,Institucionet publike parauniversitare,18-19,Mashkull,17481
Prizren,2015,Institucionet publike parauniversitare,18-19,Femer,16018
Prizren,2016,Para-fillor,5-6,Mashkull,932
Prizren,2016,Para-fillor,5-6,Femer,882
Prizren,2016,Fillor mesem i ulet,6-15,Mashkull,11923
Prizren,2016,Fillor mesem i ulet,6-15,Femer,11062
Prizren,2016,Mesem i larte,15-18,Mashkull,4095
Prizren,2016,Mesem i larte,15-18,Femer,3668
Prizren,2016,Institucionet publike parauniversitare,18-19,Mashkull,16957
Prizren,2016,Institucionet publike parauniversitare,18-19,Femer,15615
Prizren,2017,Para-fillor,5-6,Mashkull,897
Prizren,2017,Para-fillor,5-6,Femer,911
Prizren,2017,Fillor mesem i ulet,6-15,Mashkull,11495
Prizren,2017,Fillor mesem i ulet,6-15,Femer,10699
Prizren,2017,Mesem i larte,15-18,Mashkull,4131
Prizren,2017,Mesem i larte,15-18,Femer,3781
Prizren,2017,Institucionet publike parauniversitare,18-19,Mashkull,16592
Prizren,2017,Institucionet publike parauniversitare,18-19,Femer,15461
Prizren,2018,Para-fillor,5-6,Mashkull,891
Prizren,2018,Para-fillor,5-6,Femer,797
Prizren,2018,Fillor mesem i ulet,6-15,Mashkull,11158
Prizren,2018,Fillor mesem i ulet,6-15,Femer,10449
Prizren,2018,Mesem i larte,15-18,Mashkull,376
Prizren,2018,Mesem i larte,15-18,Femer,3604
Prizren,2018,Institucionet publike parauniversitare,18-19,Mashkull,15817
Prizren,2018,Institucionet publike parauniversitare,18-19,Femer,14856
Prizren,2019,Para-fillor,5-6,Mashkull,901
Prizren,2019,Para-fillor,5-6,Femer,874
Prizren,2019,Fillor mesem i ulet,6-15,Mashkull,10862
Prizren,2019,Fillor mesem i ulet,6-15,Femer,10182
Prizren,2019,Mesem i larte,15-18,Mashkull,3566
Prizren,2019,Mesem i larte,15-18,Femer,3207
Prizren,2019,Institucionet publike parauniversitare,18-19,Mashkull,15340
Prizren,2019,Institucionet publike parauniversitare,18-19,Femer,14266
Prizren,2020,Para-fillor,5-6,Mashkull,898
Prizren,2020,Para-fillor,5-6,Femer,796
Prizren,2020,Fillor mesem i ulet,6-15,Mashkull,10716
Prizren,2020,Fillor mesem i ulet,6-15,Femer,9970
Prizren,2020,Mesem i larte,15-18,Mashkull,3331
Prizren,2020,Mesem i larte,15-18,Femer,3172
Prizren,2020,Institucionet publike parauniversitare,18-19,Mashkull,14981
Prizren,2020,Institucionet publike parauniversitare,18-19,Femer,13973
Prizren,2021,Para-fillor,5-6,Mashkull,839
Prizren,2021,Para-fillor,5-6,Femer,763
Prizren,2021,Fillor mesem i ulet,6-15,Mashkull,10457
Prizren,2021,Fillor mesem i ulet,6-15,Femer,9644
Prizren,2021,Mesem i larte,15-18,Mashkull,3094
Prizren,2021,Mesem i larte,15-18,Femer,2949
Prizren,2021,Institucionet publike parauniversitare,18-19,Mashkull,14523
Prizren,2021,Institucionet publike parauniversitare,18-19,Femer,13493
Prizren,2022,Para-fillor,5-6,Mashkull,841
Prizren,2022,Para-fillor,5-6,Femer,771
Prizren,2022,Fillor mesem i ulet,6-15,Mashkull,10090
Prizren,2022,Fillor mesem i ulet,6-15,Femer,9396
Prizren,2022,Mesem i larte,15-18,Mashkull,2905
Prizren,2022,Mesem i larte,15-18,Femer,2920
Prizren,2022,Institucionet publike parauniversitare,18-19,Mashkull,13954
Prizren,2022,Institucionet publike parauniversitare,18-19,Femer,13202
Prizren,2023,Para-fillor,5-6,Mashkull,807
Prizren,2023,Para-fillor,5-6,Femer,749
Prizren,2023,Fillor mesem i ulet,6-15,Mashkull,9915
Prizren,2023,Fillor mesem i ulet,6-15,Femer,9248
Prizren,2023,Mesem i larte,15-18,Mashkull,2760
Prizren,2023,Mesem i larte,15-18,Femer,2883
Prizren,2023,Institucionet publike parauniversitare,18-19,Mashkull,13563
Prizren,2023,Institucionet publike parauniversitare,18-19,Femer,12967
Rahovec,2015,Para-fillor,5-6,Mashkull,400
Rahovec,2015,Para-fillor,5-6,Femer,393
Rahovec,2015,Fillor mesem i ulet,6-15,Mashkull,4373
Rahovec,2015,Fillor mesem i ulet,6-15,Femer,3902
Rahovec,2015,Mesem i larte,15-18,Mashkull,1371
Rahovec,2015,Mesem i larte,15-18,Femer,1085
Rahovec,2015,Institucionet publike parauniversitare,18-19,Mashkull,6163
Rahovec,2015,Institucionet publike parauniversitare,18-19,Femer,5405
Rahovec,2016,Para-fillor,5-6,Mashkull,464
Rahovec,2016,Para-fillor,5-6,Femer,418
Rahovec,2016,Fillor mesem i ulet,6-15,Mashkull,4091
Rahovec,2016,Fillor mesem i ulet,6-15,Femer,3725
