Komuna,Viti Akademik,Niveli Akademik,Mosha,Gjinia,Numri i nxenesve,Komuna_encoded,Niveli Akademik_encoded,Mosha_encoded,Gjinia_encoded,TSNE-1,TSNE-2,Cluster
Rahovec,2016,Institucionet publike parauniversitare,18-19,Femer,5262,25,1,1,0,-11.906038,7.5699234,7
Rahovec,2017,Para-fillor,5-6,Mashkull,426,25,3,2,1,59.60806,-16.25422,0
Rahovec,2017,Para-fillor,5-6,Femer,428,25,3,2,0,41.21236,31.741302,1
Rahovec,2017,Fillor mesem i ulet,6-15,Mashkull,3954,25,0,3,1,-55.27468,-2.4951982,2
Rahovec,2017,Fillor mesem i ulet,6-15,Femer,3552,25,0,3,0,-42.478535,21.978605,3
Rahovec,2017,Mesem i larte,15-18,Mashkull,1222,25,2,0,1,9.737727,-48.658985,4
Rahovec,2017,Mesem i larte,15-18,Femer,1063,25,2,0,0,-4.489084,39.03055,5
Rahovec,2017,Institucionet publike parauniversitare,18-19,Mashkull,5627,25,1,1,1,-5.893683,-33.47899,6
Rahovec,2017,Institucionet publike parauniversitare,18-19,Femer,5057,25,1,1,0,-11.114355,8.278028,7
Rahovec,2018,Para-fillor,5-6,Mashkull,418,25,3,2,1,57.20744,-15.311669,0
Rahovec,2018,Para-fillor,5-6,Femer,428,25,3,2,0,40.910862,34.3272,1
Rahovec,2018,Fillor mesem i ulet,6-15,Mashkull,3772,25,0,3,1,-55.88644,-1.2271261,2
Rahovec,2018,Fillor mesem i ulet,6-15,Femer,3426,25,0,3,0,-44.087864,22.269678,3
Rahovec,2018,Mesem i larte,15-18,Mashkull,1085,25,2,0,1,9.386698,-50.63622,4
Rahovec,2018,Mesem i larte,15-18,Femer,933,25,2,0,0,-4.5632806,41.13942,5
Rahovec,2018,Institucionet publike parauniversitare,18-19,Mashkull,5293,25,1,1,1,-7.0943465,-33.707504,6
Rahovec,2018,Institucionet publike parauniversitare,18-19,Femer,48,25,1,1,0,2.9363623,10.774043,7
Rahovec,2019,Para-fillor,5-6,Mashkull,431,25,3,2,1,54.8365,-14.247908,0
Rahovec,2019,Para-fillor,5-6,Femer,384,25,3,2,0,40.657444,36.94924,1
Rahovec,2019,Fillor mesem i ulet,6-15,Mashkull,3575,25,0,3,1,-56.683636,0.078040704,2
Rahovec,2019,Fillor mesem i ulet,6-15,Femer,3406,25,0,3,0,-45.592278,22.719614,3
Rahovec,2019,Mesem i larte,15-18,Mashkull,915,25,2,0,1,8.96731,-52.644844,4
Rahovec,2019,Mesem i larte,15-18,Femer,811,25,2,0,0,-4.4893746,43.203194,5
Rahovec,2019,Institucionet publike parauniversitare,18-19,Mashkull,4950,25,1,1,1,-8.352019,-33.96378,6
Rahovec,2019,Institucionet publike parauniversitare,18-19,Femer,4626,25,1,1,0,-8.741634,9.899126,7
Rahovec,2020,Para-fillor,5-6,Mashkull,384,25,3,2,1,52.493927,-13.1555,0
Rahovec,2020,Para-fillor,5-6,Femer,328,25,3,2,0,40.51711,39.577633,1
Rahovec,2020,Fillor mesem i ulet,6-15,Mashkull,3425,25,0,3,1,-57.60656,1.2719316,2
Rahovec,2020,Fillor mesem i ulet,6-15,Femer,3268,25,0,3,0,-47.009605,23.404549,3
Rahovec,2020,Mesem i larte,15-18,Mashkull,871,25,2,0,1,8.713973,-54.815773,4
Rahovec,2020,Mesem i larte,15-18,Femer,749,25,2,0,0,-4.133156,45.193516,5
Rahovec,2020,Institucionet publike parauniversitare,18-19,Mashkull,4717,25,1,1,1,-9.625242,-34.16166,6
Rahovec,2020,Institucionet publike parauniversitare,18-19,Femer,4372,25,1,1,0,-7.590225,10.416685,7
Rahovec,2021,Para-fillor,5-6,Mashkull,395,25,3,2,1,50.20861,-11.912279,0
Rahovec,2021,Para-fillor,5-6,Femer,312,25,3,2,0,40.494026,42.209538,1
Rahovec,2021,Fillor mesem i ulet,6-15,Mashkull,3274,25,0,3,1,-58.626892,2.3668482,2
Rahovec,2021,Fillor mesem i ulet,6-15,Femer,2986,25,0,3,0,-48.389168,24.360481,3
Rahovec,2021,Mesem i larte,15-18,Mashkull,759,25,2,0,1,8.681305,-56.9038,4
Rahovec,2021,Mesem i larte,15-18,Femer,653,25,2,0,0,-3.5927937,47.201885,5
Rahovec,2021,Institucionet publike parauniversitare,18-19,Mashkull,4499,25,1,1,1,-10.870202,-34.364708,6
Rahovec,2021,Institucionet publike parauniversitare,18-19,Femer,4010,25,1,1,0,-6.3271813,11.052533,7
Rahovec,2022,Para-fillor,5-6,Mashkull,353,25,3,2,1,48.12557,-10.832146,0
Rahovec,2022,Para-fillor,5-6,Femer,316,25,3,2,0,40.465595,44.558254,1
Rahovec,2022,Fillor mesem i ulet,6-15,Mashkull,3069,25,0,3,1,-59.729443,3.3209355,2
Rahovec,2022,Fillor mesem i ulet,6-15,Femer,2926,25,0,3,0,-49.58736,25.246464,3
Rahovec,2022,Mesem i larte,15-18,Mashkull,712,25,2,0,1,8.788011,-58.826817,4
Rahovec,2022,Mesem i larte,15-18,Femer,608,25,2,0,0,-3.005098,49.019657,5
Rahovec,2022,Institucionet publike parauniversitare,18-19,Mashkull,4205,25,1,1,1,-12.045127,-34.61741,6
Rahovec,2022,Institucionet publike parauniversitare,18-19,Femer,3901,25,1,1,0,-5.3803596,11.77811,7
Rahovec,2023,Para-fillor,5-6,Mashkull,332,25,3,2,1,46.83162,-10.289645,0
Rahovec,2023,Para-fillor,5-6,Femer,314,25,3,2,0,40.316486,45.95694,1
Rahovec,2023,Fillor mesem i ulet,6-15,Mashkull,2954,25,0,3,1,-60.55814,4.2072315,2
Rahovec,2023,Fillor mesem i ulet,6-15,Femer,2740,25,0,3,0,-50.710926,26.026384,3
Rahovec,2023,Mesem i larte,15-18,Mashkull,645,25,2,0,1,8.709621,-60.05685,4
Rahovec,2023,Mesem i larte,15-18,Femer,540,25,2,0,0,-2.7807314,50.24299,5
Rahovec,2023,Institucionet publike parauniversitare,18-19,Mashkull,4036,25,1,1,1,-13.044184,-34.706055,6
Rahovec,2023,Institucionet publike parauniversitare,18-19,Femer,3663,25,1,1,0,-4.7673326,12.443024,7
Shterpce,2015,Para-fillor,5-6,Mashkull,18,26,3,2,1,62.637497,-18.328876,0
Shterpce,2015,Para-fillor,5-6,Femer,17,26,3,2,0,40.868607,28.057312,1
Shterpce,2015,Fillor mesem i ulet,6-15,Mashkull,241,26,0,3,1,-57.88296,-5.3882923,2
Shterpce,2015,Fillor mesem i ulet,6-15,Femer,288,26,0,3,0,-40.59676,24.07225,3
Shterpce,2015,Mesem i larte,15-18,Mashkull,84,26,2,0,1,9.860593,-45.484825,4
Shterpce,2015,Mesem i larte,15-18,Femer,70,26,2,0,0,-4.6185036,35.986084,5
Shterpce,2015,Institucionet publike parauniversitare,18-19,Mashkull,343,26,1,1,1,-8.030496,-42.98823,6
Shterpce,2015,Institucionet publike parauniversitare,18-19,Femer,375,26,1,1,0,5.212797,11.636529,7
Shterpce,2016,Para-fillor,5-6,Mashkull,27,26,3,2,1,61.362762,-17.689276,0
Shterpce,2016,Para-fillor,5-6,Femer,15,26,3,2,0,40.80367,29.48612,1
Shterpce,2016,Fillor mesem i ulet,6-15,Mashkull,243,26,0,3,1,-57.954094,-4.7593293,2
Shterpce,2016,Fillor mesem i ulet,6-15,Femer,272,26,0,3,0,-41.396168,24.079088,3
Shterpce,2016,Mesem i larte,15-18,Mashkull,114,26,2,0,1,9.831556,-46.855732,4
Shterpce,2016,Mesem i larte,15-18,Femer,68,26,2,0,0,-4.546885,37.303104,5
Shterpce,2016,Institucionet publike parauniversitare,18-19,Mashkull,384,26,1,1,1,-8.16369,-43.46131,6
Shterpce,2016,Institucionet publike parauniversitare,18-19,Femer,355,26,1,1,0,4.7099166,11.432046,7
Shterpce,2017,Para-fillor,5-6,Mashkull,26,26,3,2,1,59.246517,-16.892292,0
Shterpce,2017,Para-fillor,5-6,Femer,20,26,3,2,0,40.471264,31.743338,1
Shterpce,2017,Fillor mesem i ulet,6-15,Mashkull,227,26,0,3,1,-58.4407,-3.5358522,2
Shterpce,2017,Fillor mesem i ulet,6-15,Femer,244,26,0,3,0,-42.68868,24.358002,3
Shterpce,2017,Mesem i larte,15-18,Mashkull,90,26,2,0,1,9.469674,-48.956657,4
Shterpce,2017,Mesem i larte,15-18,Femer,86,26,2,0,0,-4.7445617,39.3456,5
Shterpce,2017,Institucionet publike parauniversitare,18-19,Mashkull,343,26,1,1,1,-8.301596,-44.25251,6
Shterpce,2017,Institucionet publike parauniversitare,18-19,Femer,350,26,1,1,0,3.7818518,11.142462,7
Shterpce,2018,Para-fillor,5-6,Mashkull,20,26,3,2,1,56.876472,-15.977506,0
Shterpce,2018,Para-fillor,5-6,Femer,18,26,3,2,0,40.16314,34.284588,1
Shterpce,2018,Fillor mesem i ulet,6-15,Mashkull,208,26,0,3,1,-59.088005,-2.4154499,2
Shterpce,2018,Fillor mesem i ulet,6-15,Femer,242,26,0,3,0,-43.819767,24.672499,3
Shterpce,2018,Mesem i larte,15-18,Mashkull,97,26,2,0,1,9.136857,-50.84492,4
Shterpce,2018,Mesem i larte,15-18,Femer,66,26,2,0,0,-4.936062,41.392883,5
Shterpce,2018,Institucionet publike parauniversitare,18-19,Mashkull,325,26,1,1,1,-8.400521,-45.208614,6
Shterpce,2018,Institucionet publike parauniversitare,18-19,Femer,326,26,1,1,0,2.866644,10.966547,7
Shterpce,2019,Para-fillor,5-6,Mashkull,13,26,3,2,1,54.507744,-14.930866,0
Shterpce,2019,Para-fillor,5-6,Femer,18,26,3,2,0,39.926094,36.901737,1
Shterpce,2019,Fillor mesem i ulet,6-15,Mashkull,201,26,0,3,1,-59.72637,-1.3182876,2
Shterpce,2019,Fillor mesem i ulet,6-15,Femer,213,26,0,3,0,-44.99735,25.05069,3
Shterpce,2019,Mesem i larte,15-18,Mashkull,83,26,2,0,1,8.705859,-52.725586,4
Shterpce,2019,Mesem i larte,15-18,Femer,57,26,2,0,0,-4.8056216,43.201405,5
Shterpce,2019,Institucionet publike parauniversitare,18-19,Mashkull,297,26,1,1,1,-8.485082,-46.210457,6
Shterpce,2019,Institucionet publike parauniversitare,18-19,Femer,288,26,1,1,0,1.8575542,10.965487,7
Shterpce,2020,Para-fillor,5-6,Mashkull,27,26,3,2,1,52.188683,-13.825918,0
Shterpce,2020,Para-fillor,5-6,Femer,17,26,3,2,0,39.827484,39.521816,1
Shterpce,2020,Fillor mesem i ulet,6-15,Mashkull,180,26,0,3,1,-60.365025,-0.19530994,2
Shterpce,2020,Fillor mesem i ulet,6-15,Femer,199,26,0,3,0,-46.480053,25.594429,3
Shterpce,2020,Mesem i larte,15-18,Mashkull,70,26,2,0,1,8.403849,-54.866802,4
Shterpce,2020,Mesem i larte,15-18,Femer,50,26,2,0,0,-4.445735,45.25222,5
Shterpce,2020,Institucionet publike parauniversitare,18-19,Mashkull,277,26,1,1,1,-8.594637,-47.215847,6
Shterpce,2020,Institucionet publike parauniversitare,18-19,Femer,266,26,1,1,0,0.4435731,11.058031,7
Shterpce,2021,Para-fillor,5-6,Mashkull,18,26,3,2,1,49.950478,-12.594531,0
Shterpce,2021,Para-fillor,5-6,Femer,15,26,3,2,0,39.8288,42.111565,1
Shterpce,2021,Fillor mesem i ulet,6-15,Mashkull,183,26,0,3,1,-60.940727,0.9145733,2
Shterpce,2021,Fillor mesem i ulet,6-15,Femer,186,26,0,3,0,-47.750378,26.117546,3
Shterpce,2021,Mesem i larte,15-18,Mashkull,60,26,2,0,1,8.373608,-56.893543,4
Shterpce,2021,Mesem i larte,15-18,Femer,46,26,2,0,0,-3.907907,47.25509,5
Shterpce,2021,Institucionet publike parauniversitare,18-19,Mashkull,261,26,1,1,1,-8.68491,-48.206394,6
Shterpce,2021,Institucionet publike parauniversitare,18-19,Femer,247,26,1,1,0,-0.7342854,11.160151,7
Shterpce,2022,Para-fillor,5-6,Mashkull,12,26,3,2,1,47.95439,-11.468049,0
Shterpce,2022,Para-fillor,5-6,Femer,10,26,3,2,0,39.846233,44.403397,1
Shterpce,2022,Fillor mesem i ulet,6-15,Mashkull,168,26,0,3,1,-61.478386,1.968376,2
Shterpce,2022,Fillor mesem i ulet,6-15,Femer,160,26,0,3,0,-48.97073,26.668646,3
Shterpce,2022,Mesem i larte,15-18,Mashkull,56,26,2,0,1,8.4251795,-58.76596,4
Shterpce,2022,Mesem i larte,15-18,Femer,42,26,2,0,0,-3.3686612,49.046993,5
Shterpce,2022,Institucionet publike parauniversitare,18-19,Mashkull,236,26,1,1,1,-8.694863,-49.063393,6
Shterpce,2022,Institucionet publike parauniversitare,18-19,Femer,212,26,1,1,0,-1.6648142,11.352236,7
Shterpce,2023,Para-fillor,5-6,Mashkull,13,26,3,2,1,46.646,-10.871877,0
Shterpce,2023,Para-fillor,5-6,Femer,12,26,3,2,0,39.72551,45.826344,1
Shterpce,2023,Fillor mesem i ulet,6-15,Mashkull,167,26,0,3,1,-61.939068,2.7208314,2
Shterpce,2023,Fillor mesem i ulet,6-15,Femer,154,26,0,3,0,-49.816917,27.136702,3
Shterpce,2023,Mesem i larte,15-18,Mashkull,40,26,2,0,1,8.297421,-60.03152,4
Shterpce,2023,Mesem i larte,15-18,Femer,36,26,2,0,0,-3.16873,50.309345,5
Shterpce,2023,Institucionet publike parauniversitare,18-19,Mashkull,220,26,1,1,1,-8.647759,-49.591686,6
Shterpce,2023,Institucionet publike parauniversitare,18-19,Femer,202,26,1,1,0,-2.189998,11.548976,7
Shtime,2015,Para-fillor,5-6,Mashkull,206,27,3,2,1,62.34827,-18.66749,0
Shtime,2015,Para-fillor,5-6,Femer,185,27,3,2,0,40.45091,28.129694,1
Shtime,2015,Fillor mesem i ulet,6-15,Mashkull,2287,27,0,3,1,-56.06049,-4.741166,2
Shtime,2015,Fillor mesem i ulet,6-15,Femer,2164,27,0,3,0,-40.493725,22.670229,3
Shtime,2015,Mesem i larte,15-18,Mashkull,774,27,2,0,1,9.524644,-45.609257,4
Shtime,2015,Mesem i larte,15-18,Femer,699,27,2,0,0,-4.954562,36.114853,5
Shtime,2015,Institucionet publike parauniversitare,18-19,Mashkull,3291,27,1,1,1,-4.5358596,-35.157642,6
Shtime,2015,Institucionet publike parauniversitare,18-19,Femer,3062,27,1,1,0,-11.3686285,6.676143,7
Shtime,2016,Para-fillor,5-6,Mashkull,210,27,3,2,1,61.08739,-18.049858,0
Shtime,2016,Para-fillor,5-6,Femer,186,27,3,2,0,40.360165,29.5402,1
Shtime,2016,Fillor mesem i ulet,6-15,Mashkull,2188,27,0,3,1,-56.39979,-4.0520577,2
Shtime,2016,Fillor mesem i ulet,6-15,Femer,2093,27,0,3,0,-41.351746,22.740768,3
Shtime,2016,Mesem i larte,15-18,Mashkull,796,27,2,0,1,9.456187,-46.832417,4
Shtime,2016,Mesem i larte,15-18,Femer,742,27,2,0,0,-4.944616,37.36119,5
Shtime,2016,Institucionet publike parauniversitare,18-19,Mashkull,3214,27,1,1,1,-5.077118,-35.235237,6
Shtime,2016,Institucionet publike parauniversitare,18-19,Femer,3042,27,1,1,0,-10.853814,7.102176,7
Shtime,2017,Para-fillor,5-6,Mashkull,201,27,3,2,1,59.02281,-17.308748,0
Shtime,2017,Para-fillor,5-6,Femer,213,27,3,2,0,40.001266,31.734297,1
Shtime,2017,Fillor mesem i ulet,6-15,Mashkull,2151,27,0,3,1,-56.761444,-2.9346786,2
Shtime,2017,Fillor mesem i ulet,6-15,Femer,1978,27,0,3,0,-42.62806,22.926039,3
Shtime,2017,Mesem i larte,15-18,Mashkull,816,27,2,0,1,9.064497,-48.663307,4
Shtime,2017,Mesem i larte,15-18,Femer,780,27,2,0,0,-5.1417656,39.14379,5
Shtime,2017,Institucionet publike parauniversitare,18-19,Mashkull,3191,27,1,1,1,-6.004456,-35.261585,6
Shtime,2017,Institucionet publike parauniversitare,18-19,Femer,2999,27,1,1,0,-10.051494,7.8170443,7
Shtime,2018,Para-fillor,5-6,Mashkull,221,27,3,2,1,56.67393,-16.401554,0
Shtime,2018,Para-fillor,5-6,Femer,200,27,3,2,0,39.695194,34.237926,1
Shtime,2018,Fillor mesem i ulet,6-15,Mashkull,2053,27,0,3,1,-57.322144,-1.6611406,2
Shtime,2018,Fillor mesem i ulet,6-15,Femer,1959,27,0,3,0,-44.05397,23.221151,3
Shtime,2018,Mesem i larte,15-18,Mashkull,773,27,2,0,1,8.661069,-50.637222,4
Shtime,2018,Mesem i larte,15-18,Femer,671,27,2,0,0,-5.281134,41.20664,5
Shtime,2018,Institucionet publike parauniversitare,18-19,Mashkull,3072,27,1,1,1,-7.1843014,-35.301704,6
Shtime,2018,Institucionet publike parauniversitare,18-19,Femer,2859,27,1,1,0,-9.011895,8.583707,7
Shtime,2019,Para-fillor,5-6,Mashkull,204,27,3,2,1,54.312943,-15.357466,0
Shtime,2019,Para-fillor,5-6,Femer,180,27,3,2,0,39.46026,36.861607,1
Shtime,2019,Fillor mesem i ulet,6-15,Mashkull,2021,27,0,3,1,-57.950474,-0.37930426,2
Shtime,2019,Fillor mesem i ulet,6-15,Femer,1913,27,0,3,0,-45.551876,23.600103,3
Shtime,2019,Mesem i larte,15-18,Mashkull,795,27,2,0,1,8.239613,-52.647743,4
Shtime,2019,Mesem i larte,15-18,Femer,485,27,2,0,0,-5.1555686,43.268513,5
Shtime,2019,Institucionet publike parauniversitare,18-19,Mashkull,3038,27,1,1,1,-8.424657,-35.29701,6
Shtime,2019,Institucionet publike parauniversitare,18-19,Femer,2605,27,1,1,0,-7.775829,9.27874,7
Shtime,2020,Para-fillor,5-6,Mashkull,213,27,3,2,1,51.99417,-14.266203,0
Shtime,2020,Para-fillor,5-6,Femer,157,27,3,2,0,39.3417,39.480877,1
Shtime,2020,Fillor mesem i ulet,6-15,Mashkull,1960,27,0,3,1,-58.775917,0.80917394,2
Shtime,2020,Fillor mesem i ulet,6-15,Femer,1808,27,0,3,0,-46.997456,24.262486,3
Shtime,2020,Mesem i larte,15-18,Mashkull,605,27,2,0,1,8.019558,-54.77855,4
Shtime,2020,Mesem i larte,15-18,Femer,547,27,2,0,0,-4.8298817,45.30204,5
Shtime,2020,Institucionet publike parauniversitare,18-19,Mashkull,2800,27,1,1,1,-9.67614,-35.453487,6
Shtime,2020,Institucionet publike parauniversitare,18-19,Femer,2543,27,1,1,0,-6.672915,10.053187,7
Shtime,2021,Para-fillor,5-6,Mashkull,196,27,3,2,1,49.76492,-13.030312,0
Shtime,2021,Para-fillor,5-6,Femer,198,27,3,2,0,39.341568,42.04266,1
Shtime,2021,Fillor mesem i ulet,6-15,Mashkull,1936,27,0,3,1,-59.638153,1.8955487,2
Shtime,2021,Fillor mesem i ulet,6-15,Femer,1739,27,0,3,0,-48.296158,25.030228,3
Shtime,2021,Mesem i larte,15-18,Mashkull,636,27,2,0,1,7.9675775,-56.82242,4
Shtime,2021,Mesem i larte,15-18,Femer,560,27,2,0,0,-4.315161,47.294933,5
Shtime,2021,Institucionet publike parauniversitare,18-19,Mashkull,2819,27,1,1,1,-10.924062,-35.460236,6
Shtime,2021,Institucionet publike parauniversitare,18-19,Femer,2550,27,1,1,0,-5.5844617,10.885667,7
Shtime,2022,Para-fillor,5-6,Mashkull,183,27,3,2,1,47.848457,-11.916515,0
Shtime,2022,Para-fillor,5-6,Femer,176,27,3,2,0,39.394337,44.272697,1
Shtime,2022,Fillor mesem i ulet,6-15,Mashkull,1892,27,0,3,1,-60.508602,2.8091812,2
Shtime,2022,Fillor mesem i ulet,6-15,Femer,1704,27,0,3,0,-49.433,25.78909,3
Shtime,2022,Mesem i larte,15-18,Mashkull,528,27,2,0,1,8.052077,-58.664223,4
Shtime,2022,Mesem i larte,15-18,Femer,436,27,2,0,0,-3.750818,49.05308,5
Shtime,2022,Institucionet publike parauniversitare,18-19,Mashkull,2655,27,1,1,1,-12.04338,-35.536983,6
Shtime,2022,Institucionet publike parauniversitare,18-19,Femer,2372,27,1,1,0,-4.5501304,11.697694,7
Shtime,2023,Para-fillor,5-6,Mashkull,177,27,3,2,1,46.55504,-11.314586,0
Shtime,2023,Para-fillor,5-6,Femer,162,27,3,2,0,39.289436,45.698513,1
Shtime,2023,Fillor mesem i ulet,6-15,Mashkull,1778,27,0,3,1,-61.164978,3.4359393,2
Shtime,2023,Fillor mesem i ulet,6-15,Femer,1626,27,0,3,0,-50.19712,26.347033,3
Shtime,2023,Mesem i larte,15-18,Mashkull,498,27,2,0,1,7.9567475,-59.934254,4
Shtime,2023,Mesem i larte,15-18,Femer,436,27,2,0,0,-3.5173824,50.308964,5
Shtime,2023,Institucionet publike parauniversitare,18-19,Mashkull,2512,27,1,1,1,-12.795574,-35.526443,6
Shtime,2023,Institucionet publike parauniversitare,18-19,Femer,2287,27,1,1,0,-4.108391,12.290593,7
Skenderaj,2015,Para-fillor,5-6,Mashkull,395,28,3,2,1,62.110382,-19.01617,0
Skenderaj,2015,Para-fillor,5-6,Femer,335,28,3,2,0,40.020985,28.175808,1
Skenderaj,2015,Fillor mesem i ulet,6-15,Mashkull,4261,28,0,3,1,-54.46491,-4.343486,2
Skenderaj,2015,Fillor mesem i ulet,6-15,Femer,3994,28,0,3,0,-40.403515,21.323584,3
Skenderaj,2015,Mesem i larte,15-18,Mashkull,1416,28,2,0,1,9.15176,-45.592358,4
Skenderaj,2015,Mesem i larte,15-18,Femer,1261,28,2,0,0,-5.3214097,36.11794,5
Skenderaj,2015,Institucionet publike parauniversitare,18-19,Mashkull,6101,28,1,1,1,-4.100396,-33.150127,6
Skenderaj,2015,Institucionet publike parauniversitare,18-19,Femer,5630,28,1,1,0,-12.77336,7.4990544,7
Skenderaj,2016,Para-fillor,5-6,Mashkull,360,28,3,2,1,60.802948,-18.427143,0
Skenderaj,2016,Para-fillor,5-6,Femer,358,28,3,2,0,39.894524,29.597738,1
Skenderaj,2016,Fillor mesem i ulet,6-15,Mashkull,3994,28,0,3,1,-54.891605,-3.5122278,2
Skenderaj,2016,Fillor mesem i ulet,6-15,Femer,3781,28,0,3,0,-41.376328,21.424198,3
Skenderaj,2016,Mesem i larte,15-18,Mashkull,1393,28,2,0,1,9.027329,-46.817383,4
Skenderaj,2016,Mesem i larte,15-18,Femer,1238,28,2,0,0,-5.3554835,37.399174,5
Skenderaj,2016,Institucionet publike parauniversitare,18-19,Mashkull,5783,28,1,1,1,-4.8821244,-33.338493,6
Skenderaj,2016,Institucionet publike parauniversitare,18-19,Femer,5414,28,1,1,0,-12.111037,8.029466,7
Skenderaj,2017,Para-fillor,5-6,Mashkull,370,28,3,2,1,58.791077,-17.748796,0
Skenderaj,2017,Para-fillor,5-6,Femer,317,28,3,2,0,39.515846,31.71495,1
Skenderaj,2017,Fillor mesem i ulet,6-15,Mashkull,3793,28,0,3,1,-55.367302,-2.3998392,2
Skenderaj,2017,Fillor mesem i ulet,6-15,Femer,3554,28,0,3,0,-42.620712,21.576033,3
Skenderaj,2017,Mesem i larte,15-18,Mashkull,1409,28,2,0,1,8.610923,-48.480545,4
Skenderaj,2017,Mesem i larte,15-18,Femer,1230,28,2,0,0,-5.5650115,39.05314,5
Skenderaj,2017,Institucionet publike parauniversitare,18-19,Mashkull,5614,28,1,1,1,-5.8876557,-33.395134,6
Skenderaj,2017,Institucionet publike parauniversitare,18-19,Femer,5139,28,1,1,0,-11.272754,8.664608,7
Skenderaj,2018,Para-fillor,5-6,Mashkull,360,28,3,2,1,56.471966,-16.844595,0
Skenderaj,2018,Para-fillor,5-6,Femer,351,28,3,2,0,39.206783,34.1797,1
Skenderaj,2018,Fillor mesem i ulet,6-15,Mashkull,3682,28,0,3,1,-55.93851,-1.0974658,2
Skenderaj,2018,Fillor mesem i ulet,6-15,Femer,338,28,0,3,0,-43.776745,24.851595,3
Skenderaj,2018,Mesem i larte,15-18,Mashkull,1338,28,2,0,1,8.175075,-50.42695,4
Skenderaj,2018,Mesem i larte,15-18,Femer,114,28,2,0,0,-5.6035323,41.463074,5
Skenderaj,2018,Institucionet publike parauniversitare,18-19,Mashkull,5416,28,1,1,1,-7.0645485,-33.513783,6
Skenderaj,2018,Institucionet publike parauniversitare,18-19,Femer,4912,28,1,1,0,-10.186403,9.391345,7
Skenderaj,2019,Para-fillor,5-6,Mashkull,349,28,3,2,1,54.093704,-15.783598,0
Skenderaj,2019,Para-fillor,5-6,Femer,314,28,3,2,0,38.973225,36.823166,1
Skenderaj,2019,Fillor mesem i ulet,6-15,Mashkull,3531,28,0,3,1,-56.705753,0.21971866,2
Skenderaj,2019,Fillor mesem i ulet,6-15,Femer,3278,28,0,3,0,-45.85661,22.463749,3
Skenderaj,2019,Mesem i larte,15-18,Mashkull,1204,28,2,0,1,7.8127155,-52.53474,4
Skenderaj,2019,Mesem i larte,15-18,Femer,1024,28,2,0,0,-5.5927134,43.31962,5
Skenderaj,2019,Institucionet publike parauniversitare,18-19,Mashkull,5116,28,1,1,1,-8.326918,-33.73463,6
Skenderaj,2019,Institucionet publike parauniversitare,18-19,Femer,4659,28,1,1,0,-9.012038,10.164168,7
Skenderaj,2020,Para-fillor,5-6,Mashkull,304,28,3,2,1,51.805065,-14.707818,0
Skenderaj,2020,Para-fillor,5-6,Femer,299,28,3,2,0,38.85869,39.442432,1
Skenderaj,2020,Fillor mesem i ulet,6-15,Mashkull,3430,28,0,3,1,-57.601513,1.4748492,2
Skenderaj,2020,Fillor mesem i ulet,6-15,Femer,3096,28,0,3,0,-47.305073,23.187965,3
Skenderaj,2020,Mesem i larte,15-18,Mashkull,1132,28,2,0,1,7.581686,-54.662807,4
Skenderaj,2020,Mesem i larte,15-18,Femer,930,28,2,0,0,-5.244743,45.36572,5
Skenderaj,2020,Institucionet publike parauniversitare,18-19,Mashkull,4901,28,1,1,1,-9.608811,-33.911148,6
Skenderaj,2020,Institucionet publike parauniversitare,18-19,Femer,4358,28,1,1,0,-7.824175,10.810086,7
Skenderaj,2021,Para-fillor,5-6,Mashkull,279,28,3,2,1,49.593224,-13.491308,0
Skenderaj,2021,Para-fillor,5-6,Femer,261,28,3,2,0,38.851265,41.99167,1
Skenderaj,2021,Fillor mesem i ulet,6-15,Mashkull,3223,28,0,3,1,-58.661472,2.5413523,2
Skenderaj,2021,Fillor mesem i ulet,6-15,Femer,2985,28,0,3,0,-48.669094,24.017244,3
Skenderaj,2021,Mesem i larte,15-18,Mashkull,1101,28,2,0,1,7.542202,-56.747284,4
Skenderaj,2021,Mesem i larte,15-18,Femer,922,28,2,0,0,-4.7309914,47.346413,5
Skenderaj,2021,Institucionet publike parauniversitare,18-19,Mashkull,4660,28,1,1,1,-10.852746,-34.107124,6
Skenderaj,2021,Institucionet publike parauniversitare,18-19,Femer,4219,28,1,1,0,-6.733567,11.51689,7
Skenderaj,2022,Para-fillor,5-6,Mashkull,281,28,3,2,1,47.730198,-12.374498,0
Skenderaj,2022,Para-fillor,5-6,Femer,284,28,3,2,0,38.932606,44.140778,1
Skenderaj,2022,Fillor mesem i ulet,6-15,Mashkull,3053,28,0,3,1,-59.642223,3.3926888,2
Skenderaj,2022,Fillor mesem i ulet,6-15,Femer,2801,28,0,3,0,-49.756996,24.929693,3
Skenderaj,2022,Mesem i larte,15-18,Mashkull,999,28,2,0,1,7.635469,-58.576084,4
Skenderaj,2022,Mesem i larte,15-18,Femer,906,28,2,0,0,-4.1695256,49.0753,5
Skenderaj,2022,Institucionet publike parauniversitare,18-19,Mashkull,4393,28,1,1,1,-11.949002,-34.30961,6
Skenderaj,2022,Institucionet publike parauniversitare,18-19,Femer,4031,28,1,1,0,-5.7840533,12.184222,7
Skenderaj,2023,Para-fillor,5-6,Mashkull,268,28,3,2,1,46.43778,-11.741913,0
Skenderaj,2023,Para-fillor,5-6,Femer,267,28,3,2,0,38.862656,45.57621,1
